
 Low-frequency dielectric function
  131.500000                 -1.534436806950E-04            -1.556317441150E-06
  132.000000                 -1.587402119489E-04            -1.622404713361E-06
  132.500000                 -1.642630503603E-04            -1.692157079492E-06
  133.000000                 -1.700248288807E-04            -1.765828730477E-06
  133.500000                 -1.760390625290E-04            -1.843695167645E-06
  134.000000                 -1.823202228492E-04            -1.926055308664E-06
  134.500000                 -1.888838197806E-04            -2.013233834173E-06
  135.000000                 -1.957464917895E-04            -2.105583806443E-06
  135.500000                 -2.029261052274E-04            -2.203489595999E-06
  136.000000                 -2.104418640128E-04            -2.307370157519E-06
  136.500000                 -2.183144308721E-04            -2.417682702504E-06
  137.000000                 -2.265660615542E-04            -2.534926823570E-06
  137.500000                 -2.352207536256E-04            -2.659649133693E-06
  138.000000                 -2.443044116809E-04            -2.792448493785E-06
  138.500000                 -2.538450310632E-04            -2.933981913774E-06
  139.000000                 -2.638729025069E-04            -3.084971226257E-06
  139.500000                 -2.744208404551E-04            -3.246210648233E-06
  140.000000                 -2.855244382354E-04            -3.418575365948E-06
  140.500000                 -2.972223537539E-04            -3.603031301039E-06
  141.000000                 -3.095566299469E-04            -3.800646243768E-06
  141.500000                 -3.225730548968E-04            -4.012602572205E-06
  142.000000                 -3.363215673131E-04            -4.240211815775E-06
  142.500000                 -3.508567140156E-04            -4.484931369201E-06
  143.000000                 -3.662381671736E-04            -4.748383720268E-06
  143.500000                 -3.825313103678E-04            -5.032378624392E-06
  144.000000                 -3.998079041290E-04            -5.338938743307E-06
  144.500000                 -4.181468434892E-04            -5.670329368028E-06
  145.000000                 -4.376350223523E-04            -6.029092972021E-06
  145.500000                 -4.583683222173E-04            -6.418089494847E-06
  146.000000                 -4.804527460958E-04            -6.840543446733E-06
  146.500000                 -5.040057224739E-04            -7.300099159963E-06
  147.000000                 -5.291576090407E-04            -7.800885805270E-06
  147.500000                 -5.560534318947E-04            -8.347594156416E-06
  148.000000                 -5.848549032541E-04            -8.945567543526E-06
  148.500000                 -6.157427697586E-04            -9.600910011952E-06
  149.000000                 -6.489195546409E-04            -1.032061543271E-05
  149.500000                 -6.846127710094E-04            -1.111272223852E-05
  150.000000                 -7.230787009145E-04            -1.198649964649E-05
  150.500000                 -7.646068568237E-04            -1.295267275551E-05
  151.000000                 -8.095252698364E-04            -1.402369588258E-05
  151.500000                 -8.582067842329E-04            -1.521408607558E-05
  152.000000                 -9.110765829985E-04            -1.654083211206E-05
  152.500000                 -9.686212269569E-04            -1.802389874427E-05
  153.000000                 -1.031399565208E-03            -1.968685186480E-05
  153.500000                 -1.100055972495E-03            -2.155763818894E-05
  154.000000                 -1.175336497667E-03            -2.366956374211E-05
  154.500000                 -1.258108677611E-03            -2.606252999838E-05
  155.000000                 -1.349385998062E-03            -2.878460651191E-05
  155.500000                 -1.450358288234E-03            -3.189404661047E-05
  156.000000                 -1.562429751199E-03            -3.546189155828E-05
  156.500000                 -1.687266900906E-03            -3.957536357978E-05
  157.000000                 -1.826859465128E-03            -4.434232687487E-05
  157.500000                 -1.983598418016E-03            -4.989720989245E-05
  158.000000                 -2.160376871502E-03            -5.640894975367E-05
  158.500000                 -2.360721802322E-03            -6.409176936909E-05
  159.000000                 -2.588967862451E-03            -7.321997527383E-05
  159.500000                 -2.850489351877E-03            -8.414854433903E-05
  160.000000                 -3.152013682858E-03            -9.734217499166E-05
  160.500000                 -3.502050735426E-03            -1.134169255902E-04
  161.000000                 -3.911489730703E-03            -1.332009187817E-04
  161.500000                 -4.394442615070E-03            -1.578245162727E-04
  162.000000                 -4.969457423131E-03            -1.888570761369E-04
  162.500000                 -5.661299206692E-03            -2.285191909241E-04
  163.000000                 -6.503623140148E-03            -2.800206681583E-04
  163.500000                 -7.543089010069E-03            -3.481146088913E-04
  164.000000                 -8.845877643087E-03            -4.400361998170E-04
  164.500000                 -1.050835389715E-02            -5.671545641638E-04
  165.000000                 -1.267518533312E-02            -7.480091768021E-04
  165.500000                 -1.557151722552E-02            -1.014184818778E-03
  166.000000                 -1.956317355574E-02            -1.422392787185E-03
  166.500000                 -2.527661781275E-02            -2.081216329388E-03
  167.000000                 -3.385725265438E-02            -3.215979379858E-03
  167.500000                 -4.758274358977E-02            -5.345476733695E-03
  168.000000                 -7.151771882591E-02            -9.843528829614E-03
  168.500000                 -1.188287539677E-01            -2.115112528435E-02
  169.000000                 -2.327794366285E-01            -5.885788586124E-02
  169.500000                 -6.214081713647E-01            -2.750976798271E-01
  170.000000                 -1.770018762371E+00            -5.063285818010E+00
  170.500000                 -1.974261718037E+00             2.811576468140E+00
  171.000000                 -5.265067179446E-01             2.071355548952E-01
  171.500000                 -2.117347051118E-01             4.969854705889E-02
  172.000000                 -1.125175824021E-01             1.886210230283E-02
  172.500000                 -6.957526895701E-02             9.071101753879E-03
  173.000000                 -4.725461542077E-02             5.038728582550E-03
  173.500000                 -3.420187529732E-02             3.083594506957E-03
  174.000000                 -2.591642514457E-02             2.023068659430E-03
  174.500000                 -2.032993262383E-02             1.398663881939E-03
  175.000000                 -1.638489107040E-02             1.007303109173E-03
  175.500000                 -1.349519503441E-02             7.496062677161E-04
  176.000000                 -1.131481223432E-02             5.730150053005E-04
  176.500000                 -9.628781379148E-03             4.479492836717E-04
  177.000000                 -8.297853179909E-03             3.568899683537E-04
  177.500000                 -7.228603032536E-03             2.890092784734E-04
  178.000000                 -6.356453592907E-03             2.373686006354E-04
  178.500000                 -5.635607017070E-03             1.973812026508E-04
  179.000000                 -5.032850531205E-03             1.659320651446E-04
  179.500000                 -4.523621403144E-03             1.408549664641E-04
  180.000000                 -4.089436280521E-03             1.206116113192E-04
  180.500000                 -3.716169832803E-03             1.040890455715E-04
  181.000000                 -3.392876487391E-03             9.046847124516E-05
  181.500000                 -3.110967880122E-03             7.913834997267E-05
  182.000000                 -2.863628358780E-03             6.963565671380E-05
  182.500000                 -2.645392922040E-03             6.160542438051E-05
  183.000000                 -2.451837966367E-03             5.477241270507E-05
  183.500000                 -2.279351643805E-03             4.892096115369E-05
  184.000000                 -2.124961234594E-03             4.388045881293E-05
  184.500000                 -1.986201907049E-03             3.951472869788E-05
  185.000000                 -1.861015896963E-03             3.571417864551E-05
  185.500000                 -1.747674304149E-03             3.238993314473E-05
  186.000000                 -1.644715885609E-03             2.946940077999E-05
  186.500000                 -1.550898749068E-03             2.689289382422E-05
  187.000000                 -1.465161929027E-03             2.461102705381E-05
  187.500000                 -1.386594599287E-03             2.258269932629E-05
  188.000000                 -1.314411234524E-03             2.077351500391E-05
  188.500000                 -1.247931441738E-03             1.915454022171E-05
  189.000000                 -1.186563483912E-03             1.770131613536E-05
  189.500000                 -1.129790742596E-03             1.639307089896E-05
  190.000000                 -1.077160534866E-03             1.521208643619E-05
  190.500000                 -1.028274827731E-03             1.414318660488E-05
  191.000000                 -9.827824905131E-04             1.317332117667E-05
  191.500000                 -9.403728006236E-04             1.229122590651E-05
  192.000000                 -9.007699760401E-04             1.148714337872E-05
  192.500000                 -8.637285529638E-04             1.075259266687E-05
  193.000000                 -8.290294624349E-04             1.008017840562E-05
  193.500000                 -7.964766875850E-04             9.463431843257E-06
  194.000000                 -7.658944052702E-04             8.896677969066E-06
  194.500000                 -7.371245334244E-04             8.374923997455E-06
  195.000000                 -7.100246195697E-04             7.893765421101E-06
  195.500000                 -6.844660172593E-04             7.449306577509E-06
  196.000000                 -6.603323063945E-04             7.038093252934E-06
  196.500000                 -6.375179208038E-04             6.657055308437E-06
  197.000000                 -6.159269525503E-04             6.303457680980E-06
  197.500000                 -5.954721074008E-04             5.974858408001E-06
  198.000000                 -5.760737899774E-04             5.669072562089E-06
  198.500000                 -5.576593005009E-04             5.384141175131E-06
  199.000000                 -5.401621278105E-04             5.118304388098E-06
  199.500000                 -5.235213256842E-04             4.869978190324E-06
  200.000000                 -5.076809614146E-04             4.637734216995E-06
  200.500000                 -4.925896272175E-04             4.420282159419E-06
  201.000000                 -4.782000064128E-04             4.216454413721E-06
  201.500000                 -4.644684874628E-04             4.025192652273E-06
  202.000000                 -4.513548199186E-04             3.845536050869E-06
  202.500000                 -4.388218071509E-04             3.676610945305E-06
  203.000000                 -4.268350314268E-04             3.517621724849E-06
  203.500000                 -4.153626075002E-04             3.367842798529E-06
  204.000000                 -4.043749613748E-04             3.226611493989E-06
  204.500000                 -3.938446313447E-04             3.093321768764E-06
  205.000000                 -3.837460887754E-04             2.967418630781E-06
  205.500000                 -3.740555764215E-04             2.848393179297E-06
  206.000000                 -3.647509623398E-04             2.735778189611E-06
  206.500000                 -3.558116077010E-04             2.629144175358E-06
  207.000000                 -3.472182470060E-04             2.528095870949E-06
  207.500000                 -3.389528793944E-04             2.432269084376E-06
  208.000000                 -3.309986698821E-04             2.341327877000E-06
  208.500000                 -3.233398595032E-04             2.254962032592E-06
  209.000000                 -3.159616834523E-04             2.172884782608E-06
  209.500000                 -3.088502964189E-04             2.094830758878E-06
  210.000000                 -3.019927043980E-04             2.020554148381E-06
  210.500000                 -2.953767023485E-04             1.949827027968E-06
  211.000000                 -2.889908171237E-04             1.882437859454E-06
  211.500000                 -2.828242551770E-04             1.818190127923E-06
  212.000000                 -2.768668545844E-04             1.756901108073E-06
  212.500000                 -2.711090409861E-04             1.698400745189E-06
  213.000000                 -2.655417870824E-04             1.642530638892E-06
  213.500000                 -2.601565753573E-04             1.589143119156E-06
  214.000000                 -2.549453637431E-04             1.538100405254E-06
  214.500000                 -2.499005539606E-04             1.489273839348E-06
  215.000000                 -2.450149622974E-04             1.442543187349E-06
  215.500000                 -2.402817926162E-04             1.397796000449E-06
  216.000000                 -2.356946113949E-04             1.354927031485E-06
  216.500000                 -2.312473246304E-04             1.313837700862E-06
  217.000000                 -2.269341564432E-04             1.274435607363E-06
  217.500000                 -2.227496292465E-04             1.236634079621E-06
  218.000000                 -2.186885453452E-04             1.200351764511E-06
  218.500000                 -2.147459698509E-04             1.165512249049E-06
  219.000000                 -2.109172148050E-04             1.132043712764E-06
  219.500000                 -2.071978244132E-04             1.099878607818E-06
  220.000000                 -2.035835613047E-04             1.068953364375E-06
  220.500000                 -2.000703937310E-04             1.039208119024E-06
  221.000000                 -1.966544836388E-04             1.010586464226E-06
  221.500000                 -1.933321755412E-04             9.830352169755E-07
  222.000000                 -1.900999861324E-04             9.565042050320E-07
  222.500000                 -1.869545945871E-04             9.309460692272E-07
  223.000000                 -1.838928334941E-04             9.063160805070E-07
  223.500000                 -1.809116803762E-04             8.825719704768E-07
  224.000000                 -1.780082497544E-04             8.596737743360E-07
  224.500000                 -1.751797857163E-04             8.375836851944E-07
  225.000000                 -1.724236549521E-04             8.162659188495E-07
  225.500000                 -1.697373402248E-04             7.956865881824E-07
  226.000000                 -1.671184342452E-04             7.758135864104E-07
  226.500000                 -1.645646339205E-04             7.566164784991E-07
  227.000000                 -1.620737349537E-04             7.380664000956E-07
  227.500000                 -1.596436267670E-04             7.201359634033E-07
  228.000000                 -1.572722877283E-04             7.027991694628E-07
  228.500000                 -1.549577806607E-04             6.860313263507E-07
  229.000000                 -1.526982486146E-04             6.698089728577E-07
  229.500000                 -1.504919108861E-04             6.541098072257E-07
  230.000000                 -1.483370592643E-04             6.389126205757E-07
  230.500000                 -1.462320544948E-04             6.241972346809E-07
  231.000000                 -1.441753229415E-04             6.099444437653E-07
  231.500000                 -1.421653534375E-04             5.961359600358E-07
  232.000000                 -1.402006943118E-04             5.827543626882E-07
  232.500000                 -1.382799505803E-04             5.697830501286E-07
  233.000000                 -1.364017812899E-04             5.572061951909E-07
  233.500000                 -1.345648970086E-04             5.450087031337E-07
  234.000000                 -1.327680574514E-04             5.331761722370E-07
  234.500000                 -1.310100692315E-04             5.216948567978E-07
  235.000000                 -1.292897837332E-04             5.105516323815E-07
  235.500000                 -1.276060950960E-04             4.997339631638E-07
  236.000000                 -1.259579383040E-04             4.892298712260E-07
  236.500000                 -1.243442873762E-04             4.790279076706E-07
  237.000000                 -1.227641536473E-04             4.691171254410E-07
  237.500000                 -1.212165841395E-04             4.594870537281E-07
  238.000000                 -1.197006600156E-04             4.501276738621E-07
  238.500000                 -1.182154951094E-04             4.410293965955E-07
  239.000000                 -1.167602345313E-04             4.321830406812E-07
  239.500000                 -1.153340533418E-04             4.235798126686E-07
  240.000000                 -1.139361552921E-04             4.152112878400E-07
  240.500000                 -1.125657716236E-04             4.070693922108E-07
  241.000000                 -1.112221599293E-04             3.991463855325E-07
  241.500000                 -1.099046030673E-04             3.914348452315E-07
  242.000000                 -1.086124081280E-04             3.839276512283E-07
  242.500000                 -1.073449054499E-04             3.766179715845E-07
  243.000000                 -1.061014476821E-04             3.694992489226E-07
  243.500000                 -1.048814088905E-04             3.625651875757E-07
  244.000000                 -1.036841837064E-04             3.558097414233E-07
  244.500000                 -1.025091865137E-04             3.492271023689E-07
  245.000000                 -1.013558506743E-04             3.428116894253E-07
  245.500000                 -1.002236277881E-04             3.365581383690E-07
  246.000000                 -9.911198698736E-05             3.304612919319E-07
  246.500000                 -9.802041426232E-05             3.245161904980E-07
  247.000000                 -9.694841181739E-05             3.187180632777E-07
  247.500000                 -9.589549745569E-05             3.130623199292E-07
  248.000000                 -9.486120399121E-05             3.075445426059E-07
  248.500000                 -9.384507868620E-05             3.021604784014E-07
  249.000000                 -9.284668271375E-05             2.969060321710E-07
  249.500000                 -9.186559064355E-05             2.917772597123E-07
  250.000000                 -9.090138994916E-05             2.867703612781E-07
  250.500000                 -8.995368053749E-05             2.818816754093E-07
  251.000000                 -8.902207429728E-05             2.771076730672E-07
  251.500000                 -8.810619466742E-05             2.724449520501E-07
  252.000000                 -8.720567622272E-05             2.678902316771E-07
  252.500000                 -8.632016427806E-05             2.634403477265E-07
  253.000000                 -8.544931450743E-05             2.590922476159E-07
  253.500000                 -8.459279258027E-05             2.548429858070E-07
  254.000000                 -8.375027381157E-05             2.506897194287E-07
  254.500000                 -8.292144282717E-05             2.466297041031E-07
  255.000000                 -8.210599324148E-05             2.426602899638E-07
  255.500000                 -8.130362734948E-05             2.387789178606E-07
  256.000000                 -8.051405582998E-05             2.349831157354E-07
  256.500000                 -7.973699746127E-05             2.312704951644E-07
  257.000000                 -7.897217884833E-05             2.276387480573E-07
  257.500000                 -7.821933415963E-05             2.240856435032E-07
  258.000000                 -7.747820487513E-05             2.206090247605E-07
  258.500000                 -7.674853954464E-05             2.172068063788E-07
  259.000000                 -7.603009355355E-05             2.138769714476E-07
  259.500000                 -7.532262889997E-05             2.106175689690E-07
  260.000000                 -7.462591397844E-05             2.074267113423E-07
  260.500000                 -7.393972337321E-05             2.043025719595E-07
  261.000000                 -7.326383765821E-05             2.012433829051E-07
  261.500000                 -7.259804320580E-05             1.982474327538E-07
  262.000000                 -7.194213200151E-05             1.953130644645E-07
  262.500000                 -7.129590146626E-05             1.924386733602E-07
  263.000000                 -7.065915428528E-05             1.896227051984E-07
  263.500000                 -7.003169824287E-05             1.868636543192E-07
  264.000000                 -6.941334606353E-05             1.841600618709E-07
  264.500000                 -6.880391525876E-05             1.815105141125E-07
  265.000000                 -6.820322797945E-05             1.789136407830E-07
  265.500000                 -6.761111087377E-05             1.763681135407E-07
  266.000000                 -6.702739494943E-05             1.738726444646E-07
  266.500000                 -6.645191544207E-05             1.714259846182E-07
  267.000000                 -6.588451168701E-05             1.690269226706E-07
  267.500000                 -6.532502699646E-05             1.666742835742E-07
  268.000000                 -6.477330854068E-05             1.643669272945E-07
  268.500000                 -6.422920723320E-05             1.621037475918E-07
  269.000000                 -6.369257762023E-05             1.598836708501E-07
  269.500000                 -6.316327777378E-05             1.577056549534E-07
  270.000000                 -6.264116918847E-05             1.555686882056E-07
  270.500000                 -6.212611668196E-05             1.534717882925E-07
  271.000000                 -6.161798829851E-05             1.514140012852E-07
  271.500000                 -6.111665521610E-05             1.493944006809E-07
  272.000000                 -6.062199165665E-05             1.474120864818E-07
  272.500000                 -6.013387479883E-05             1.454661843085E-07
  273.000000                 -5.965218469461E-05             1.435558445479E-07
  273.500000                 -5.917680418746E-05             1.416802415329E-07
  274.000000                 -5.870761883442E-05             1.398385727534E-07
  274.500000                 -5.824451682984E-05             1.380300580976E-07
  275.000000                 -5.778738893214E-05             1.362539391206E-07
  275.500000                 -5.733612839267E-05             1.345094783407E-07
  276.000000                 -5.689063088698E-05             1.327959585626E-07
  276.500000                 -5.645079444821E-05             1.311126822241E-07
  277.000000                 -5.601651940290E-05             1.294589707683E-07
  277.500000                 -5.558770830863E-05             1.278341640374E-07
  278.000000                 -5.516426589344E-05             1.262376196903E-07
  278.500000                 -5.474609899763E-05             1.246687126390E-07
  279.000000                 -5.433311651703E-05             1.231268345072E-07
  279.500000                 -5.392522934832E-05             1.216113931081E-07
  280.000000                 -5.352235033562E-05             1.201218119399E-07
  280.500000                 -5.312439421936E-05             1.186575296999E-07
  281.000000                 -5.273127758626E-05             1.172179998160E-07
  281.500000                 -5.234291882092E-05             1.158026899943E-07
  282.000000                 -5.195923805889E-05             1.144110817828E-07
  282.500000                 -5.158015714174E-05             1.130426701502E-07
  283.000000                 -5.120559957222E-05             1.116969630795E-07
  283.500000                 -5.083549047227E-05             1.103734811755E-07
  284.000000                 -5.046975654105E-05             1.090717572859E-07
  284.500000                 -5.010832601518E-05             1.077913361359E-07
  285.000000                 -4.975112862926E-05             1.065317739739E-07
  285.500000                 -4.939809557852E-05             1.052926382309E-07
  286.000000                 -4.904915948175E-05             1.040735071906E-07
  286.500000                 -4.870425434597E-05             1.028739696707E-07
  287.000000                 -4.836331553129E-05             1.016936247143E-07
  287.500000                 -4.802627971809E-05             1.005320812934E-07
  288.000000                 -4.769308487373E-05             9.938895802029E-08
  288.500000                 -4.736367022129E-05             9.826388286957E-08
  289.000000                 -4.703797620853E-05             9.715649290870E-08
  289.500000                 -4.671594447847E-05             9.606643403892E-08
  290.000000                 -4.639751783969E-05             9.499336074220E-08
  290.500000                 -4.608264023875E-05             9.393693583859E-08
  291.000000                 -4.577125673249E-05             9.289683025056E-08
  291.500000                 -4.546331346144E-05             9.187272277476E-08
  292.000000                 -4.515875762401E-05             9.086429986134E-08
  292.500000                 -4.485753745128E-05             8.987125540120E-08
  293.000000                 -4.455960218258E-05             8.889329051797E-08
  293.500000                 -4.426490204162E-05             8.793011336882E-08
  294.000000                 -4.397338821352E-05             8.698143895034E-08
  294.500000                 -4.368501282234E-05             8.604698891064E-08
  295.000000                 -4.339972890885E-05             8.512649136771E-08
  295.500000                 -4.311749040991E-05             8.421968073342E-08
  296.000000                 -4.283825213710E-05             8.332629754237E-08
  296.500000                 -4.256196975699E-05             8.244608828701E-08


                             Tensor Component : yy

    Energy                        Real(eps_lf)                    Im(eps_lf)

    0.000000                  5.414386372150E+00             0.000000000000E+00
    0.500000                  5.414400859149E+00             8.692301883312E-06
    1.000000                  5.414444321649E+00             1.738550393628E-05
    1.500000                  5.414516764149E+00             2.608050656160E-05
    2.000000                  5.414618194154E+00             3.477821062825E-05
    2.500000                  5.414748622170E+00             4.347951770482E-05
    3.000000                  5.414908061710E+00             5.218533029328E-05
    3.500000                  5.415096529300E+00             6.089655206319E-05
    4.000000                  5.415314044477E+00             6.961408808644E-05
    4.500000                  5.415560629799E+00             7.833884507266E-05
    5.000000                  5.415836310851E+00             8.707173160550E-05
    5.500000                  5.416141116247E+00             9.581365837974E-05
    6.000000                  5.416475077642E+00             1.045655384394E-04
    6.500000                  5.416838229739E+00             1.133282874173E-04
    7.000000                  5.417230610297E+00             1.221028237750E-04
    7.500000                  5.417652260143E+00             1.308900690457E-04
    8.000000                  5.418103223179E+00             1.396909480767E-04
    8.500000                  5.418583546398E+00             1.485063892750E-04
    9.000000                  5.419093279891E+00             1.573373248541E-04
    9.500000                  5.419632476867E+00             1.661846910823E-04
   10.000000                  5.420201193659E+00             1.750494285339E-04
   10.500000                  5.420799489745E+00             1.839324823413E-04
   11.000000                  5.421427427761E+00             1.928348024506E-04
   11.500000                  5.422085073518E+00             2.017573438784E-04
   12.000000                  5.422772496019E+00             2.107010669721E-04
   12.500000                  5.423489767477E+00             2.196669376725E-04
   13.000000                  5.424236963334E+00             2.286559277785E-04
   13.500000                  5.425014162283E+00             2.376690152158E-04
   14.000000                  5.425821446287E+00             2.467071843082E-04
   14.500000                  5.426658900600E+00             2.557714260516E-04
   15.000000                  5.427526613792E+00             2.648627383921E-04
   15.500000                  5.428424677769E+00             2.739821265073E-04
   16.000000                  5.429353187804E+00             2.831306030910E-04
   16.500000                  5.430312242555E+00             2.923091886421E-04
   17.000000                  5.431301944098E+00             3.015189117571E-04
   17.500000                  5.432322397948E+00             3.107608094270E-04
   18.000000                  5.433373713094E+00             3.200359273383E-04
   18.500000                  5.434456002025E+00             3.293453201784E-04
   19.000000                  5.435569380759E+00             3.386900519460E-04
   19.500000                  5.436713968880E+00             3.480711962653E-04
   20.000000                  5.437889889563E+00             3.574898367068E-04
   20.500000                  5.439097269617E+00             3.669470671114E-04
   21.000000                  5.440336239510E+00             3.764439919214E-04
   21.500000                  5.441606933411E+00             3.859817265160E-04
   22.000000                  5.442909489228E+00             3.955613975530E-04
   22.500000                  5.444244048640E+00             4.051841433162E-04
   23.000000                  5.445610757143E+00             4.148511140695E-04
   23.500000                  5.447009764086E+00             4.245634724162E-04
   24.000000                  5.448441222716E+00             4.343223936660E-04
   24.500000                  5.449905290217E+00             4.441290662086E-04
   25.000000                  5.451402127758E+00             4.539846918932E-04
   25.500000                  5.452931900538E+00             4.638904864170E-04
   26.000000                  5.454494777830E+00             4.738476797199E-04
   26.500000                  5.456090933033E+00             4.838575163873E-04
   27.000000                  5.457720543717E+00             4.939212560611E-04
   27.500000                  5.459383791679E+00             5.040401738586E-04
   28.000000                  5.461080862991E+00             5.142155608004E-04
   28.500000                  5.462811948057E+00             5.244487242465E-04
   29.000000                  5.464577241666E+00             5.347409883420E-04
   29.500000                  5.466376943048E+00             5.450936944722E-04
   30.000000                  5.468211255936E+00             5.555082017268E-04
   30.500000                  5.470080388621E+00             5.659858873746E-04
   31.000000                  5.471984554018E+00             5.765281473485E-04
   31.500000                  5.473923969726E+00             5.871363967411E-04
   32.000000                  5.475898858093E+00             5.978120703112E-04
   32.500000                  5.477909446284E+00             6.085566230015E-04
   33.000000                  5.479955966346E+00             6.193715304685E-04
   33.500000                  5.482038655284E+00             6.302582896239E-04
   34.000000                  5.484157755124E+00             6.412184191889E-04
   34.500000                  5.486313512996E+00             6.522534602612E-04
   35.000000                  5.488506181203E+00             6.633649768951E-04
   35.500000                  5.490736017299E+00             6.745545566957E-04
   36.000000                  5.493003284172E+00             6.858238114265E-04
   36.500000                  5.495308250124E+00             6.971743776327E-04
   37.000000                  5.497651188953E+00             7.086079172786E-04
   37.500000                  5.500032380040E+00             7.201261184005E-04
   38.000000                  5.502452108439E+00             7.317306957765E-04
   38.500000                  5.504910664963E+00             7.434233916120E-04
   39.000000                  5.507408346280E+00             7.552059762425E-04
   39.500000                  5.509945455007E+00             7.670802488540E-04
   40.000000                  5.512522299808E+00             7.790480382218E-04
   40.500000                  5.515139195492E+00             7.911112034679E-04
   41.000000                  5.517796463117E+00             8.032716348375E-04
   41.500000                  5.520494430094E+00             8.155312544958E-04
   42.000000                  5.523233430297E+00             8.278920173457E-04
   42.500000                  5.526013804172E+00             8.403559118659E-04
   43.000000                  5.528835898849E+00             8.529249609721E-04
   43.500000                  5.531700068259E+00             8.656012229001E-04
   44.000000                  5.534606673257E+00             8.783867921128E-04
   44.500000                  5.537556081738E+00             8.912838002311E-04
   45.000000                  5.540548668767E+00             9.042944169902E-04
   45.500000                  5.543584816705E+00             9.174208512214E-04
   46.000000                  5.546664915344E+00             9.306653518608E-04
   46.500000                  5.549789362040E+00             9.440302089855E-04
   47.000000                  5.552958561851E+00             9.575177548784E-04
   47.500000                  5.556172927684E+00             9.711303651223E-04
   48.000000                  5.559432880435E+00             9.848704597245E-04
   48.500000                  5.562738849145E+00             9.987405042730E-04
   49.000000                  5.566091271149E+00             1.012743011125E-03
   49.500000                  5.569490592237E+00             1.026880540628E-03
   50.000000                  5.572937266816E+00             1.041155702380E-03
   50.500000                  5.576431758072E+00             1.055571156518E-03
   51.000000                  5.579974538149E+00             1.070129615051E-03
   51.500000                  5.583566088315E+00             1.084833843227E-03
   52.000000                  5.587206899149E+00             1.099686660943E-03
   52.500000                  5.590897470720E+00             1.114690944191E-03
   53.000000                  5.594638312782E+00             1.129849626552E-03
   53.500000                  5.598429944962E+00             1.145165700734E-03
   54.000000                  5.602272896967E+00             1.160642220148E-03
   54.500000                  5.606167708782E+00             1.176282300539E-03
   55.000000                  5.610114930886E+00             1.192089121667E-03
   55.500000                  5.614115124466E+00             1.208065929027E-03
   56.000000                  5.618168861637E+00             1.224216035636E-03
   56.500000                  5.622276725676E+00             1.240542823863E-03
   57.000000                  5.626439311249E+00             1.257049747323E-03
   57.500000                  5.630657224657E+00             1.273740332819E-03
   58.000000                  5.634931084082E+00             1.290618182359E-03
   58.500000                  5.639261519839E+00             1.307686975218E-03
   59.000000                  5.643649174641E+00             1.324950470082E-03
   59.500000                  5.648094703862E+00             1.342412507243E-03
   60.000000                  5.652598775820E+00             1.360077010877E-03
   60.500000                  5.657162072053E+00             1.377947991381E-03
   61.000000                  5.661785287616E+00             1.396029547799E-03
   61.500000                  5.666469131376E+00             1.414325870311E-03
   62.000000                  5.671214326325E+00             1.432841242815E-03
   62.500000                  5.676021609892E+00             1.451580045581E-03
   63.000000                  5.680891734274E+00             1.470546757998E-03
   63.500000                  5.685825466765E+00             1.489745961413E-03
   64.000000                  5.690823590106E+00             1.509182342053E-03
   64.500000                  5.695886902836E+00             1.528860694057E-03
   65.000000                  5.701016219658E+00             1.548785922594E-03
   65.500000                  5.706212371818E+00             1.568963047097E-03
   66.000000                  5.711476207485E+00             1.589397204598E-03
   66.500000                  5.716808592152E+00             1.610093653179E-03
   67.000000                  5.722210409046E+00             1.631057775536E-03
   67.500000                  5.727682559550E+00             1.652295082672E-03
   68.000000                  5.733225963633E+00             1.673811217702E-03
   68.500000                  5.738841560302E+00             1.695611959806E-03
   69.000000                  5.744530308059E+00             1.717703228304E-03
   69.500000                  5.750293185376E+00             1.740091086880E-03
   70.000000                  5.756131191183E+00             1.762781747955E-03
   70.500000                  5.762045345373E+00             1.785781577203E-03
   71.000000                  5.768036689319E+00             1.809097098239E-03
   71.500000                  5.774106286408E+00             1.832734997467E-03
   72.000000                  5.780255222593E+00             1.856702129097E-03
   72.500000                  5.786484606962E+00             1.881005520349E-03
   73.000000                  5.792795572321E+00             1.905652376840E-03
   73.500000                  5.799189275798E+00             1.930650088169E-03
   74.000000                  5.805666899471E+00             1.956006233697E-03
   74.500000                  5.812229651003E+00             1.981728588552E-03
   75.000000                  5.818878764309E+00             2.007825129846E-03
   75.500000                  5.825615500240E+00             2.034304043116E-03
   76.000000                  5.832441147288E+00             2.061173729024E-03
   76.500000                  5.839357022314E+00             2.088442810283E-03
   77.000000                  5.846364471302E+00             2.116120138866E-03
   77.500000                  5.853464870133E+00             2.144214803468E-03
   78.000000                  5.860659625388E+00             2.172736137269E-03
   78.500000                  5.867950175177E+00             2.201693725976E-03
   79.000000                  5.875337989994E+00             2.231097416192E-03
   79.500000                  5.882824573601E+00             2.260957324095E-03
   80.000000                  5.890411463941E+00             2.291283844458E-03
   80.500000                  5.898100234084E+00             2.322087660023E-03
   81.000000                  5.905892493198E+00             2.353379751246E-03
   81.500000                  5.913789887566E+00             2.385171406418E-03
   82.000000                  5.921794101623E+00             2.417474232199E-03
   82.500000                  5.929906859037E+00             2.450300164565E-03
   83.000000                  5.938129923827E+00             2.483661480201E-03
   83.500000                  5.946465101518E+00             2.517570808349E-03
   84.000000                  5.954914240335E+00             2.552041143145E-03
   84.500000                  5.963479232441E+00             2.587085856455E-03
